id_version,NC,mWMC,mcBC
2781c2a842d61604bceba5d1bf5d599456d82fdd,1024,19.513671875,1.68124324210318
78f29abd221151e3afbee5eda9a9341c8aa59846,1024,19.5244140625,1.68149380667019
35636e73b694d6a2104c1f19c229678cb6448497,1024,19.5244140625,1.68149506266937
c3497899201c0a39aff8bdea80ac85b80319b1d2,1024,19.5244140625,1.6814951349859
10f8072bd64824df2426ed6f7a95e87b08c77a81,1023,19.5513196480938,1.68277767090194
dbd341e810dd68ea05f9369a67b2da3a10f81313,1023,19.5513196480938,1.68277833793023
b7cccc63890b0789357a63c4f652dbcdbbfda177,1023,19.55522971652,1.68277817209819
afe32be5a7e0cfee67f28bc7e572a041e76fe1c3,1021,19.5631733594515,1.66682366117988
febda0a6412471eb9a1d9d1bc975e6d81a18a72d,1021,19.5631733594515,1.66808079523557
ee91627a19d9bafde058ea2663dc6405f9f01e3b,1023,19.5405669599218,1.6691781908793
938a496e2dcae571fb198db99c2e9c84d55f310e,1023,19.5405669599218,1.67323655617252
c336dee7e968d9200cbf69e2d79a57b8f624f224,1023,19.5405669599218,1.67323655617252
a41b200456197907ab0f05c7887b474329c96eef,1023,19.5405669599218,1.67494681435051
84888b4c5326a51cbfec517f6ee7f64a5e36f00f,1023,19.5425219941349,1.67775409581612
666738a016bbc4c8fc6cce2ae4a2821b07d5e67d,1024,19.5341796875,1.67653793448676
0a41d7deb7612ecce20a015c5d9103b5562ebc85,1024,19.52734375,1.67676831935795
23f2266614cdb362870069a124af4e4335cc54a6,1024,19.52734375,1.67678013169884
8f80ac68c27cadf3e8046e2840f896f0088e8d81,1024,19.5439453125,1.67669999399941
6432327ed536f43651c6fbabad674bbd4e6089b2,1025,19.5443902439024,1.67514090609997
43f966b1f418236ae3a593bbbd7e80eda1857ae2,1025,19.5443902439024,1.67514090609997
1e3c4df95998b19f172f74f21625b61ca47f2837,1025,19.5443902439024,1.67514088232909
3a4712f32f7bde9142dc0805c40976c8d11e312d,1025,19.5443902439024,1.6751397791973
7fc59df4096314152762dd9ca115c77fe8b7a6c2,1026,19.5350877192982,1.67358975238361
e9de835c8833904f924f5be5584d7a37ed12c081,1025,19.5531707317073,1.67347636573789
a456583c79400094f7168a8a88fe46d6cd17854d,1025,19.5648780487805,1.67347349835983
99d999395e46f8cf8689724853c9ede89be7c7ea,1025,19.5648780487805,1.67346966213069
b2b7f901691285e23ddf3af41bdd59e35aea0636,1025,19.5648780487805,1.67522777653362
6e51b1bca58b6d4a76f53f433d03a94c3594ef82,1025,19.5648780487805,1.67642282413371
93078512157362e7584af9a67a23a75b55b2f239,1027,19.5472249269718,1.67331904926721
b869a3fe44d9b5e8b848d25b8061a63d3553399c,1029,19.533527696793,1.67022339532947
eea4d41e4ba84dc079ecf6c7b36c71e97cd09467,1029,19.533527696793,1.67093039572101
89aa728efb9b2741197f4110d905f7a983856c67,1029,19.533527696793,1.67093039572101
d08af6783ce86ff68de72b0f6444af000b9ef374,1029,19.533527696793,1.67112258245691
8b0e0184273142a4f201c92681b8807d14cf89d7,1007,19.9384309831182,1.63911135784326
cb36cf4d3aaabbacec6e2fe34275cf535ead1606,1007,19.9414101290963,1.63911040700799
1c37e68ea8be5886ad9084e104a9349b014df438,1007,19.9433962264151,1.63910638317727
8e1cbdf1ab13892f6a1a9af83223ddf062319f87,1007,19.9433962264151,1.6394106922114
c6785e432955f6a0fd0c4242896bbb5f21198c84,1006,19.9572564612326,1.64024985335226
49b5b1304a33a66438344b0f040ed49af4bb7400,1006,19.9572564612326,1.64011666555096
3362c44e37f4e9db3c008761377b65bd41d4b27f,1006,19.9572564612326,1.63997779290449
cc519871d6ca8ac609593c76ef49d56549bb7bf4,1006,19.9572564612326,1.63997779290449
f054137b9ed28d35092c0109c5eac5385fcc314d,1006,19.9572564612326,1.63896596708385
cff81a9922911511d4987b3f7b3e17fe9a5e4cfb,1007,19.9463753723932,1.63758470496584
a0123648a0c195e5a134686cff222b28908e6f09,1006,19.9652087475149,1.63626171248559
a905655fc09a74477257dad550d46ddb2e3248c2,1006,19.962226640159,1.62354812933309
8c8af50fedcd9b8e7c7ae286fbbfe7190861ae81,1005,19.9810945273632,1.62217852548168
94737b5087b4179e24e50bd930803abe5f01c9c7,1005,19.9830845771144,1.6215375357425
da9420a5cb14a3590529b161f4aa70e1d563cfe1,1005,19.9830845771144,1.62334699817995
47e40e5d900537999d8608c807bd08d4615e0583,1005,19.9830845771144,1.62390108063896
3c41759a7e9850998ded301235b0ad7a1866a43b,1005,19.9830845771144,1.62446545800347
d67905004027da90211a650dd0b003e4d6f8dca5,1006,19.9642147117296,1.62583278856211
dc5a6426a79b92cb654c9b395948d96d673f75b5,1005,19.9830845771144,1.6227622605832
3d8c3c7bc8cd9239185836a762dc47112e22f852,1006,19.9642147117296,1.62663588514866
62becf4f5711e0eb908ede4b89f91e6a34898dc5,1005,19.9830845771144,1.62356615627083
afbd7f5eccb25f068af6f8e156962fe256fdad10,987,20.1013171225937,1.63110490917125
6f09917901a7cf4055ad83f47ac2ef71ef450ccb,986,20.1206896551724,1.6279805597816
4cb61f26e83cf044dc85c99395b5d8326f3ca9f0,986,20.1206896551724,1.6279805597816
495135f8b704f9121590aa149093a5e49a3eb46f,986,20.1206896551724,1.62797998571422
5811f946c5c93636aaeeb9891650f38b3aeb6bc6,985,20.1208121827411,1.62959709134804
781f79f87c85265b087c743141b4433af85078ff,985,20.1147208121827,1.62961009922368
70ca615bd4955cf75b53118108f5115d71da5a8c,985,20.1147208121827,1.62961959845735
def985313c5a5e6da4909650e04fefce62033a90,985,20.1147208121827,1.62961996765748
6333e12c3cc8476abfff061b70a3191899bdfac2,985,20.1147208121827,1.62961996765748
27779d005ae46c448bbb525f6af37527806fcf72,985,20.1147208121827,1.62961996765748
b3481d24eb1eeca50e14bf486d9a3431dc408924,985,20.1147208121827,1.62961996765748
c620b7925bf8cdcc8c34485e50acb65d25723f21,985,20.1147208121827,1.62961956707808
6221336768a8b97c783f9705ccfbfd43bfa5a13b,985,20.1147208121827,1.62962342129109
b8d249f523bf9f931c910db14910421d63214193,985,20.1147208121827,1.62962342129109
00b6cbf776fbcdeaff7fbe334a7e54538faba812,985,20.1147208121827,1.62961976081915
3934db737eb7e382795d05ecb9179cf11333188b,985,20.1147208121827,1.62961976081915
bcd3d53362cacc8f762c8f09ce1c2caebde7bfae,985,20.1147208121827,1.62961812546408
013a63dd74fb1e5dfc427950a5cd945484fe1e0f,985,20.1147208121827,1.62965358654837
2f4b33219867233826305d9db022d7260b68b34e,985,20.1147208121827,1.62965626707573
53d285208d2013d475b27852da16da8e900a7467,985,20.1147208121827,1.62965626707573
ac5ff834c6f5aa54abf44a70d27780a4bee84589,985,20.1147208121827,1.6319537784029
ea5ae91e5df07813f013d8abb0c75aeffae0e1b6,985,20.1147208121827,1.63318666539231
b0b1e35062be335e196254267bed70a75e6d618d,985,20.1147208121827,1.63318666539231
49fc8ef2fff71d1e71abbced2ed39f7053083ef2,985,20.1147208121827,1.63173589004931
33cd3af2f334ed9cfdbbcefc9b66011afcfb6652,985,20.1147208121827,1.63351337126742
0c9f4503fd65485cf405583a21681da78742f5de,985,20.1147208121827,1.63350652726129
25137e325f7f731589029e8bcd0d2c055d64d811,985,20.1147208121827,1.63350700797775
fc665dbddd2cee3dab5c1183acbef2fc5e06ab34,985,20.1147208121827,1.63402342066569
e67c5af0ff71301c861aa9268be7d5345219624f,985,20.1147208121827,1.63131279439179
b87b526e204e9000645fd6ecf0a5421992cc0e90,985,20.1147208121827,1.6313150809423
bd29bf2639b80c7c2032d231320cd044011072b4,985,20.1147208121827,1.63269990834981
c38f65a77aab3524e039dfbc6f393044cbdb24b4,985,20.1147208121827,1.63270080766633
fd4f5eabbf1de9917f8d4fdca3fab72e54242350,985,20.1137055837563,1.63270636797645
9c6d5a3def06c11a0ea2d12e0c02b0ef3ba6da0d,985,20.1137055837563,1.63270878518699
d44af698be1d9cf60e41423c0fea9e6adbdb6730,985,20.1137055837563,1.63270878518699
75b07be40d0b1bce20b22f258c18b4b882a1f953,985,20.1137055837563,1.63271663225488
fc4ddeed916c4cfd6479bf7378c6cdb94f6a19fe,985,20.1137055837563,1.63271663225488
7ec310c94f1521406fe5c6976f11f176295112eb,985,20.1238578680203,1.63270215190822
23f019e0087b9fc063e9a83f4ad2785835d5a5da,985,20.1238578680203,1.63270215190822
02c2a9ab1e83af794aaef36a6c9e8323b888bb2b,985,20.1238578680203,1.62847699133747
23d85926db8ccfe2bf5e193ef34d23f4d3ab75f4,985,20.1238578680203,1.62845861360184
265658c807ce90010fd196e554c218c621cf62b5,985,20.1228426395939,1.62847812795134
31581525ffdb0319d477d73882f1b9677bc8c5ac,985,20.1228426395939,1.62847812795134
67d2be0f339b2a50a9c902b6d948f73ec996090b,985,20.1248730964467,1.62847348512863
d4d2b7ca59ce4b0a9cae55bfbf7785b7dd28c2b2,985,20.1238578680203,1.62847350295908
ae40fd74fc4e24ca26fa337089500dd9b7be6879,985,20.1137055837563,1.62848794759612
2557ccdb29c87c7bccb6eb35687d96ba97495a85,985,20.1147208121827,1.62848629654717
277691157e1b145eb69284ec84b77bc6a073c67c,985,20.1147208121827,1.62848629654717
e746961d1f5735226d786268eae0eef0213cf0c4,985,20.1238578680203,1.62847346724947
51e3683dacb3ebd59d94de80f5728e0ac40599fe,985,20.1238578680203,1.62847346724947
440fd21971a3a2329d0187bb7ffdae2223eeac55,985,20.1238578680203,1.62847346724947
c3ff817836e61aa2a235ca53d5c01dc771f644f3,984,20.1432926829268,1.63004131194615
7eefca20d3ed6c1a0ea8b4c4e2343e0b8893aba2,984,20.1432926829268,1.63004131194615
1a94c2960f4f41da630b6ec21eda5d0fe338003f,984,20.1432926829268,1.63003433960988
4d1e290fdfe8c0ceb9fdda0595fdf4fd86f9b754,987,20.2168186423506,1.62516829677965
8d8808662f1fa130ae94f210397e8535de9094a6,987,20.2188449848024,1.62516801015681
053687d8474bf5b84a1db3417109443398fdb1c0,987,20.2188449848024,1.6251686625347
ff1452f4bbab7869b8ddf0c19f41e12149b86062,987,20.2188449848024,1.62760027347695
344550427ad2db4b3fe732bb370f6142367cfa27,987,20.2188449848024,1.62777902432288
70815ab86cf9e5f278ca50d89dfe275bbb2eabf9,987,20.2188449848024,1.62777969860162
e34eadd8c746159e4d694599c7a82002d13a5e68,987,20.2188449848024,1.62922382827562
461625fd1f7242a1223f8e73716e9f2b4e9fd8a5,987,20.2188449848024,1.62918740674182
c1a6c13526273a319319d2dc8979e5b5b2c97531,987,20.2178318135765,1.62918746698931
b42f388da5d4c11f6607596f2e7493cbed5d0e55,987,20.209726443769,1.62918853663147
c9f921412f96941ca201b04b8892aae78437c466,987,20.209726443769,1.62918853663147
080623849526ad1655be54482797aa606a822a17,987,20.209726443769,1.62918853663147
b14df3686d579607e6a862ae694027de238a0265,987,20.0658561296859,1.62927768570221
42261eaab77c7c62f106aa6e8cbbb68ce0b03b6b,987,20.0658561296859,1.62928115860577
ec3128440c02d29d74c8ebcaef6cbcec5ba3efee,987,20.0628166160081,1.62928511326283
089b9a35fbcdde25ecbf13991eb4a2a7d661fb90,987,20.0628166160081,1.62928511326283
33f2b58a55dfb8e299d33d4c83831d9e1ee2b6aa,987,20.0607902735562,1.62928527262667
a732f3311f26220fcd89fb04fd9adc37b6659ac2,987,20.0587639311044,1.62945989115235
274ae8dc032c0ced271cd51ec0db9ef6554cd91a,987,20.0587639311044,1.62946051988729
756c2ac9e69ba74df7d7fe1dfce7826f0b848f17,987,20.0597771023303,1.62946044551331
c3e74d859b3c351042ca4d5cffafca10c651eb89,987,20.0597771023303,1.62945148640604
b6aa471b52a8d0df032ce09e49c143eacc6506ab,987,20.0597771023303,1.62945211514097
0d122f81028fbde68748f9e7b58e878aef3809f8,987,20.0597771023303,1.62945211514097
93e9352c2cf40d24c80e01d66df59a713a6edf2b,987,20.0597771023303,1.62945148640604
b724172295b3c9fd733bf4119449134bf7bf0848,987,20.0597771023303,1.62945211514097
275e0b5f85bde0af1260e3051bd5e8b74672df42,987,20.0597771023303,1.62945211514097
7597c502c708e185e372ef7c0f2bca0efbeea4ec,987,20.0597771023303,1.62947761915017
529291c3f7b06d331951cd799404304d9637122e,987,20.0597771023303,1.62947911708454
ea218e422ad7171992c45c43661bb78cb2aff77c,987,20.0597771023303,1.62947761915017
fbc85fbb23d08a33ef78cbc65a077a79c6c68df6,987,20.0597771023303,1.62947958920533
e47b784fd461395f2816bebf5927ed7d5bde222f,987,20.0597771023303,1.62947911708454
e0a00b9e505c5137e23be35a8cd2aa847d9f75f9,987,20.0597771023303,1.62948348904441
40e9bb509020566f36d48d3e18c0b0b9b21ba2a7,987,20.0607902735562,1.62948301143291
b660bb547ff303db184777a0011a9123499470d1,987,20.0607902735562,1.62946546387745
da8b9aee8146d7ded19a7724321da650fdc8e8e6,987,20.0607902735562,1.62948427197223
508eed9fe3238d5a4ad9a2be809e1084e0e7eb89,987,20.0607902735562,1.62948427197223
88ef19902d5f1e0b79189047fd92be780c81ee3b,987,20.0607902735562,1.62948427197223
4eca8fbd3d06f2ae8600b4f389d1a06d7b1d96a4,987,20.0607902735562,1.62946546387745
6a23157c634f7a4284a4f57afa5d9bcf833b5927,987,20.0607902735562,1.62948427197223
2a85da387a34eb58260f7c939d6df1faa9e9f5fe,987,20.0607902735562,1.6294816113335
4522d956908cee8978732661fa7778ef2c8cb817,987,20.0607902735562,1.62948154796365
ac838c3e1e30a5da506468f42125eeff040f3bd0,987,20.0607902735562,1.62948154796365
c3cb77b6f3d5625edb222057b5ddfeabae12be9c,987,20.0536980749747,1.6294814162914
5e998ebaf231f0191d53461889e3113fa67afd32,987,20.0536980749747,1.6294814162914
191e1a29c169b6cd182066158451ce0e3abba388,987,20.0536980749747,1.6294814162914
b158dde813d570ad9ffeb65916ab1318a952c5c7,987,20.0536980749747,1.6294814162914
ed36547cf77672f7c47c11e5077bd2017c2c7833,987,20.0607902735562,1.62948154796365
24d76ded7149e3896c25cd3a478373aae9b5bf09,987,20.1975683890578,1.62939226762675
2aa60dd88cb944cd9f6423511f8daac391fb621b,987,20.1975683890578,1.62939707093336
c0ed57e7e2003117a8f6966ee144c409c9fc2fb4,987,20.0536980749747,1.6294814162914
28114bcbe0a89ca83427187e98897849dbf5fa0e,987,20.0536980749747,1.6294814162914
f12599b5be230eb0c1ba7732637c021986fb4861,987,20.0526849037487,1.62948225783311
6dc65fcb8cca209b8cc41429fbeea1f7ea84976a,987,20.0536980749747,1.62948131290658
7881741363d44b736702b36d7e2df62225dd51f6,987,20.0526849037487,1.62950291278606
bbd2c2908b9806bd6b6e668e8cdb0998d5926b2f,987,20.0526849037487,1.62950291212652
e8b19b2dc02ce103e971df1841a16bc5b5464765,987,20.0526849037487,1.62950291212652
1851c600d371356ad2830868b7d699ac87443623,987,20.0526849037487,1.62950291212652
b729af600e1a388626c9870fc39cb9dad3b7548b,988,20.0526315789474,1.62788999491509
864b1af14331f0be533bd29acb66e01b1508a150,988,20.0526315789474,1.62788999491509
e98a8fddfc65e564360c0395fc2e35714bb187d5,987,20.0526849037487,1.62950290792062
59c35cf4aa29517808e3382e6b9b63dea89f2a87,987,20.0526849037487,1.62950290792062
7e73c95b5791ca0e782553ce5316d60a004e0270,987,20.0526849037487,1.62951281937826
61f3b48e99ddd733daf435eee2ea1c643c4f6a21,985,20.0568527918782,1.63256172570677
9d7887f00218d39b63f209e86e248f895b10cb87,985,20.0568527918782,1.63256172570677
ac5baa65cf63c55e12b4f2fb526a6b467e7f9093,985,20.0568527918782,1.63253193276013
2a8ded9d568ca56bc8b0a410bc741b49824fcbd7,985,20.0568527918782,1.63252915021437
4eff8cf6f5da480e918fdcf6a58c1b7ec985c3d7,985,20.0558375634518,1.63253152556414
7b5428345cedf9ec3e295062523857e7184c5c11,985,20.0558375634518,1.63253152556414
a942e6c9e4fab9f68ee4f7739e137cde9fe63e7c,985,20.0558375634518,1.63253152556414
9a531945e3d13425725fae8d93d61140e7f7826f,985,20.0558375634518,1.63253152556414
d2cc3fc846184313929ca121819ea6463e4ee787,985,20.0558375634518,1.6325301880539
974c482aab44e6b02931934beb28155f0fabe62e,985,20.0558375634518,1.63251983724351
babef0c133b7c8ffbd73072b8dbd089018d54635,985,20.0558375634518,1.63252389554562
a5eb10afb07cf64892586eb0339936cce672e504,985,20.0558375634518,1.63252337449308
2e158edcc933184fb867e9aab76deed4ee6a365e,985,20.0558375634518,1.6325287702725
822040b4510a63d69617766e23b0f9b7030fcfbd,985,20.0558375634518,1.6325287702725
a1b49441a46d2c5045c4736355d2357d39727af8,985,20.0558375634518,1.6325287702725
3aa693810cbe8b23183662616e2e33ad3dfbba88,985,20.0558375634518,1.63252229068722
36b37741cf36b7a8c37c6a7834bb57791ec7d43a,985,20.0558375634518,1.63252229068722
465b616cfb09c2a6ffb0000667957c50f90dd2d9,985,20.0558375634518,1.63252229068722
78d3cf8bad1a013915c6f1237cf3d28b154a1dc0,985,20.0558375634518,1.63245558403007
eb5baffb151b1f2b6d692fb518c88bca36beb129,985,20.0558375634518,1.63245778816531
a93da7ea5c8a48ac8d28aeb390bacaccb7bd489f,985,20.0558375634518,1.63244937824419
58cfa0effc3e976b697cbe37c66bab7944b1315e,985,20.0558375634518,1.63244937824419
3387c7c8b9bb66c1f7f9460daf96ea61e5435eee,985,20.0558375634518,1.63244303306652
02caf06db05d08d1d73e5c119ea59857518969f3,985,20.0558375634518,1.63244292753342
fe97617876eb2c80f28173766ede2e4c6c18b6fd,985,20.0558375634518,1.63244292753342
1a71ff54d0edb24b01608fb0b3a47aab4e4b4d87,985,20.0558375634518,1.63376700456034
32b53c6a63c30c7c82b4270664af43567e14586a,985,20.0558375634518,1.6337662354479
51ecd9dda34fbf652ce125114a821379c0e85937,985,20.0558375634518,1.6337662354479
952ecfb76b4b66fcf0686ee7fec50f509622584e,985,20.0558375634518,1.63358164846128
b49e103f8de5a4c56bff66967a2a0a1435f47674,985,20.0558375634518,1.63358164727491
a8f28453360d8b95ced61b33a635f8ef4aaf492f,985,20.0558375634518,1.63356634145956
f5d4e7e557c09477c64fd7dd9795cdf53498916e,985,20.0558375634518,1.63356634145956
2d8de79ef65b5f4d292ff941b0e5b58ace909420,985,20.0558375634518,1.63356629117345
7e1ae6d8e57e3d3f089b891026d972027a43db7c,985,20.0558375634518,1.6335829342624
3e3e79c7d85f5c9e98117c4ed5b32241cb9b8ce2,985,20.0558375634518,1.6335829342624
43c1d076a967eb05c348ab22aa09e50728121e4c,985,20.0558375634518,1.6335829342624
9af9d08788f57a482a94531ff7d550e843615f2c,985,20.0558375634518,1.6335829342624
7334482ccd34ccfe5f7576bddccf67ae02a7e0f3,987,20.0516717325228,1.63053187740212
4e0a53ebfdb6ab428a5318a34ca7f9ca8f43f821,985,20.0558375634518,1.63358285288398
e8ec7697c823d9ca1a2e996a67c31fb5580e2e3c,985,20.0548223350254,1.63360564940574
731b3f1c598a023ce628cc1d20d3ef78e8de7102,988,20.1002024291498,1.62911804845953
9e12b8111df007ab221723f11140038a820b1b38,988,20.1002024291498,1.62911804845953
1955cc38345a5ea52879eb186f09cf2e930bd9e6,989,20.0839231547017,1.62799442772585
6318f70b49aa54e37ff32b3b364785769749b806,989,20.0839231547017,1.62799442772585
4756e5b14545ef93eaeb9e8522fe88ed864ce74d,990,20.0646464646465,1.63226629482627
c63e1cde157d4faf33bd8c386389f072b47bbfb4,990,20.0676767676768,1.62699929794637
cffa810483dab7ca8cdbd4ee23f2c12422fa565a,990,20.069696969697,1.62672137599001
9b93aa38ba00bef14d94a55eb4cd2ac598fff8a9,990,20.0727272727273,1.62653078750201
e1de5493a2cd4f1c776da46c02f714255cab3be6,989,20.0910010111223,1.62760951380298
a7f0e5490b2ccd6719e6a68dbb7cfc0544e313ce,990,20.0747474747475,1.62648855181212
9b24cf94f6b09d24979712031d8ec84af845c87c,990,20.0727272727273,1.62650373323469
146c4713b787c0304cf408d6225d55101ad15e62,990,20.0727272727273,1.62650373323469
2c7b2d58460f5a59e6f003fe2e89c760ce8a8641,990,20.0767676767677,1.62668882482204
b2727580a3e9f8b32bf9d673054a476b8c7343e8,990,20.0767676767677,1.62668888290181
3de16b9b26160b2158f6d121fe6c6f687cc1d3a8,990,20.0767676767677,1.62668941057636
826de566cf7e8731f30eb07ff9a64218473d562c,990,20.0757575757576,1.62669350428535
4fc0c38b7f7794388ecb7e2905d2c193ec167c76,991,20.0686175580222,1.62519655328681
6174da454bc97ba6b515940e5edf6ea4849f7784,991,20.0686175580222,1.6251952373221
96ed2ec0438c147aa40f58edbb62eea51691c6b1,990,20.0757575757576,1.62669350428535
101f52257532673ef22944b7115455f689ed7a7c,990,20.0686868686869,1.62680252623683
de82cc1d6c0c13f7882bf9c3dd566cf12a59a01e,990,20.0686868686869,1.6267990431299
e23eafd99eb9c5627dd100f927caa3ba7bbb036e,990,20.0686868686869,1.62683783827602
d541789a6caf55e96ea026b60c0c197d8d6f3aa5,990,20.0717171717172,1.62684467471539
ed972ca3186da2b9d2b28688cdd4979cf45df9f3,990,20.0717171717172,1.62684537872257
e21c4225a7fb294665bc97a40f5738a5449a0824,990,20.0717171717172,1.6268719603281
8f3e6aa713a1ce6743abc99d84319682d76b3519,990,20.0737373737374,1.63365589609837
d42cfcfb718a55f024d1659568dfadf010b1b447,990,20.0737373737374,1.63365597500283
e8e8f47e38b23156bd7f23641d45c9fda3ef4c42,990,20.0737373737374,1.63365646185716
906d58925f98a0e5d6e2f2470a3a64f693fd8d7c,990,20.0737373737374,1.63467115423549
768ee10eb77abd31a62f6f26d6e0153c05a415c9,990,20.0737373737374,1.63471426857919
cb3ca647d4d57af639d3cc57e830c0992f6995cf,990,20.0757575757576,1.63447784327182
6612fa9b82579c01b0808bfe6c5da104664c5ced,990,20.0828282828283,1.63628166363087
86abdc8ee7722b81276c6d7626fc18d3c59a9451,990,20.0828282828283,1.63614083936687
e7114ef4cb7a90e6869ed243eed267b9b44c9470,990,20.0828282828283,1.64366052048655
2ef7cd0ac68ba1ef821de1711a28409d8e9118ce,990,20.0828282828283,1.64366338393488
ef7a97bbb9e324dec289b17537b17f7f6b780482,990,20.0828282828283,1.64397322102195
0233363202b031ae1be57139995e6f9a8fffe4e3,990,20.0828282828283,1.64397322102195
a203a3eded68ef89d52b8f746cd203922bc602a0,990,20.0828282828283,1.64366621764899
6b83197035128701b202d112a935261aa9723fde,990,20.0828282828283,1.64369353799889
65e1b052b3694b30d707b5b7ed88e1f73c68b003,990,20.0828282828283,1.64397605473607
cb65254c83ba27848719a0d4765348ca3f2bbd5c,990,20.0828282828283,1.64398284533109
f7ded380c87f815662e1c023e0aa68a1a27496c4,990,20.0848484848485,1.64404326250214
ac710c9a373e94040c30b33a2746fde18518c6b1,990,20.0929292929293,1.64407251096606
03131749227eb6546e6fe4cbf70e6d18e669ccb0,990,20.0929292929293,1.64407252584298
b60dbc369429414fce1d8625fd2798ec3394c390,990,20.0929292929293,1.64417489753729
68e337a483dbe397321c0c6e41ccdfbfbf6cfa7e,990,20.0929292929293,1.64419622411
8b7b0fe7073c12ea76f13aa33784d9c192036f15,990,20.0929292929293,1.64544916968648
10391a106e27de9f3ead9711e0d77e57f4a642de,990,20.0929292929293,1.64642748160722
1142d28264495e981446dedc835f37c6c962ab9c,990,20.0929292929293,1.64734182470502
e04969547734974fb01ca16b2f5b681ba8452d24,990,20.0929292929293,1.64734182470502
773f6f82087e4dd0cc883a829810815aa6fbd907,990,20.0929292929293,1.64736374389246
8078b27459b3d5919f94407a9ecb69b9863935ce,990,20.0929292929293,1.6473628424474
0964e1a75d38ec8d734f8340a6335accc414119c,990,20.0929292929293,1.64736363530534
2e7f3c40f4805451e0ebd633dd5fbbdd2f906c70,990,20.0929292929293,1.6474699967606
f30e406b0bb729f7ecc6f244a2fd4976c166e83b,990,20.0929292929293,1.64749186289112
